Respondent ID,Do you know JavaScript?,Do you know HTML?,Do you know CSS?,Do you know SQL?,Do you know Java?,Do you know Bash/Shell?,Do you know Python?,Do you know R?,Do you know C#?,Do you know PHP?,Do you know C++?,Do you know C?,Do you know anything else?,How good are you at JavaScript?,How good are you at HTML?,How good are you at CSS?,How good are you at SQL?,How good are you at Java?,How good are you at Bash/Shell?,How good are you at Python?,How good are you at R?,How good are you at C#?,How good are you at PHP?,How good are you at C++?,How good are you at C?,How good are you at [OTHER]?,In what country do you live?
10672081152,,,,SQL,,Bash/Shell,Python,,,,,,,,,,Expert,,Expert,Expert,,,,,,,Spain
10672081126,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,,,,Expert,Expert,Intermediate,,Beginner,Beginner,Intermediate,,,,,,,
10672080991,JavaScript,HTML,CSS,SQL,,,Python,,,,,,,Beginner,Beginner,Beginner,Intermediate,,,Intermediate,,,,,,,
10672080477,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,,,,Intermediate,Expert,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,,Beginner,Expert,,,,Australia
10672080421,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,,,C,,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,,Intermediate,,Expert,,,Beginner,,Venezuela (Bolivarian Republic of)
10672080217,,,,SQL,Java,,Python,,,,C++,C,,,,,Intermediate,Expert,,Expert,,,,Beginner,Beginner,,United States of America
10672080054,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Expert,Expert,Expert,Intermediate,Expert,Beginner,Intermediate,,Intermediate,Beginner,Expert,Expert,,United States of America
10672080041,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,,C,,Intermediate,Expert,Expert,Intermediate,Intermediate,Beginner,Beginner,,Beginner,Intermediate,,Intermediate,,India
10672079995,JavaScript,HTML,CSS,SQL,Java,,Python,R,,PHP,,C,,Beginner,Intermediate,Intermediate,Intermediate,Expert,,Expert,Intermediate,,Beginner,,Intermediate,,United States of America
10672079988,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,,Beginner,Beginner,Beginner,Intermediate,Intermediate,Beginner,Intermediate,Beginner,,Beginner,Beginner,Beginner,,
10672079668,JavaScript,HTML,CSS,SQL,Java,,Python,,,,,C,,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,,Beginner,,,,,Beginner,,United States of America
10672079632,JavaScript,,,SQL,Java,Bash/Shell,Python,,C#,,C++,,Scala,Beginner,,,Intermediate,Beginner,Beginner,Intermediate,,Intermediate,,Intermediate,,Intermediate,United States of America
10672079600,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,"Perl, Objective-C",Beginner,Intermediate,Intermediate,Beginner,Beginner,Beginner,Intermediate,,,Beginner,Beginner,Beginner,Beginner,United States of America
10672079495,JavaScript,HTML,CSS,SQL,,,Python,,,,,,JavaScript,Expert,Expert,Intermediate,Intermediate,,,Intermediate,,,,,,Expert,Venezuela (Bolivarian Republic of)
10672079437,JavaScript,HTML,CSS,,,Bash/Shell,Python,,,,,C,Golang,Beginner,Beginner,Beginner,,,Beginner,Intermediate,,,,,Intermediate,Beginner,
10672079415,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Expert,Expert,Intermediate,Expert,Expert,Intermediate,Intermediate,,,Beginner,Intermediate,Expert,,United States of America
10672079359,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,R,,,C++,C,,Expert,Expert,Expert,,Intermediate,Intermediate,Expert,Beginner,,,Beginner,Beginner,,United States of America
10672079348,JavaScript,HTML,,,,,,,,,C++,,Rust,Expert,Intermediate,,,,,,,,,Intermediate,,Beginner,
10672079125,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,R,C#,PHP,,C,,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,,Beginner,Beginner,Expert,,Beginner,,Italy
10672078952,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Expert,Expert,Expert,Intermediate,Intermediate,Intermediate,Beginner,,Expert,Intermediate,Intermediate,Intermediate,,Finland
10672078467,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,,Intermediate,Beginner,Beginner,Beginner,,New Zealand
10672078436,,,,SQL,,Bash/Shell,Python,,,,C++,,,,,,Intermediate,,Intermediate,Intermediate,,,,Intermediate,,,Republic of Korea
10672078382,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,,,Beginner,Beginner,Intermediate,,
10672078320,,,,,,,,,,,,C,,,,,,,,,,,,,Beginner,,Republic of Korea
10672077832,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,Ruby,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,Expert,Expert,Expert,United States of America
10672077726,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,,,,XML,Intermediate,Intermediate,Intermediate,Beginner,Expert,Intermediate,,,,,,,Intermediate,United States of America
10672077702,,HTML,,,Java,Bash/Shell,,,,,C++,C,,,Beginner,,,Intermediate,Beginner,,,,,Intermediate,Intermediate,,United States of America
10672077697,,,,,,Bash/Shell,Python,,,,,,,,,,,,Intermediate,Expert,,,,,,,India
10672077659,JavaScript,HTML,CSS,SQL,,,,,,PHP,,,,Intermediate,Beginner,Beginner,Intermediate,,,,,,Expert,,,,China
10672077614,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672077473,,,,,Java,Bash/Shell,,,,,,,Scala,,,,,Expert,Intermediate,,,,,,,Beginner,United States of America
10672077408,JavaScript,HTML,,,Java,,,,,,,,,Beginner,Beginner,,,Beginner,,,,,,,,,Bangladesh
10672077371,JavaScript,HTML,CSS,,,Bash/Shell,Python,,,,,,,Intermediate,Intermediate,Intermediate,,,Intermediate,Intermediate,,,,,,,Nepal
10672077200,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,,,Expert,Intermediate,Intermediate,Intermediate,Expert,Intermediate,Expert,,,,Intermediate,,,China
10672077111,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America
10672077012,JavaScript,HTML,CSS,SQL,,,Python,,C#,,,,,Intermediate,Expert,Intermediate,Intermediate,,,Expert,,Intermediate,,,,,India
10672076810,JavaScript,HTML,CSS,,Java,,,,,PHP,C++,C,,Intermediate,Intermediate,Intermediate,,Beginner,,,,,Beginner,Expert,Expert,,India
10672076656,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Expert,Intermediate,Intermediate,,Japan
10672076600,JavaScript,HTML,CSS,SQL,Java,,Python,,,,,,,Beginner,Intermediate,Intermediate,Intermediate,Expert,,Intermediate,,,,,,,India
10672076588,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,C#,PHP,C++,,,Expert,Expert,Intermediate,Expert,,Beginner,,,Expert,Expert,Intermediate,,,Thailand
10672076375,,,,,,,,,C#,,C++,,,,,,,,,,,Intermediate,,Expert,,,India
10672076163,,,,SQL,Java,Bash/Shell,,,,,,,,,,,Intermediate,Expert,Intermediate,,,,,,,,United States of America
10672075949,,,,,Java,Bash/Shell,Python,R,,,C++,C,Kotlin,,,,,Expert,Intermediate,Intermediate,Beginner,,,Intermediate,Intermediate,Intermediate,United States of America
10672075907,,HTML,,SQL,Java,Bash/Shell,Python,,C#,,C++,C,,,Beginner,,Intermediate,Beginner,Beginner,Beginner,,Expert,,Beginner,Beginner,,Malaysia
10672075843,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,,,,,Singapore
10672075803,JavaScript,HTML,CSS,SQL,,,,,,,C++,C,,Expert,Expert,Intermediate,Intermediate,,,,,,,Intermediate,Intermediate,,China
10672075704,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,C,"Groovy, go, ruby, ",Beginner,Intermediate,Beginner,Expert,Beginner,Intermediate,Expert,,Intermediate,,Beginner,Intermediate,Intermediate,Israel
10672075548,JavaScript,,,SQL,,,,R,,PHP,C++,C,,Intermediate,,,Intermediate,,,,Beginner,,Intermediate,Intermediate,Intermediate,,
10672075517,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,C#,PHP,,,,Expert,Expert,Intermediate,Intermediate,Intermediate,Beginner,,,Intermediate,Expert,,,,Singapore
10672075374,JavaScript,HTML,CSS,SQL,Java,,,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,Expert,,,,,,,,,China
10672075348,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,Kotlin,Beginner,Beginner,Beginner,Beginner,Intermediate,Beginner,Intermediate,,,,Intermediate,Intermediate,Intermediate,India
10672075209,,,,,,Bash/Shell,Python,,,,C++,C,matlab,,,,,,Beginner,Intermediate,,,,Beginner,Beginner,Intermediate,China
10672074822,JavaScript,HTML,,SQL,Java,Bash/Shell,Python,,,,C++,C,,Intermediate,Beginner,,Intermediate,Expert,Intermediate,Expert,,,,Expert,Expert,,
10672074668,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,,,,Intermediate,Intermediate,Intermediate,,Intermediate,Intermediate,Intermediate,,,,,,,India
10672074123,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Intermediate,Expert,Intermediate,Beginner,Intermediate,Intermediate,Expert,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,,
10672073955,JavaScript,HTML,CSS,SQL,,,Python,,,PHP,,,,Expert,Expert,Intermediate,Expert,,,Expert,,,Intermediate,,,,United States of America
10672073764,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,,,,,Intermediate,Expert,Expert,Expert,,Expert,,,,,,,,United States of America
10672073683,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,,Beginner,Beginner,Beginner,Intermediate,Intermediate,Intermediate,Expert,Intermediate,,Beginner,Intermediate,Intermediate,,India
10672073617,JavaScript,HTML,CSS,SQL,,,,,,PHP,,C,,Beginner,Intermediate,Beginner,Beginner,,,,,,Beginner,,Beginner,,India
10672073556,,,,,,,Python,,,,C++,,,,,,,,,Expert,,,,Expert,,,United States of America
10672073234,JavaScript,,,,,,Python,R,,,C++,C,IDL,Beginner,,,,,,Beginner,Beginner,,,Intermediate,Intermediate,Intermediate,China
10672073008,,,,,,,Python,,,,C++,,,,,,,,,Intermediate,,,,Intermediate,,,Israel
10672073003,JavaScript,HTML,CSS,SQL,,,Python,,,PHP,,,,Beginner,Beginner,Beginner,Beginner,,,Beginner,,,Beginner,,,,China
10672072967,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,PHP,,C,,Expert,Expert,Intermediate,Beginner,Beginner,,Expert,,Beginner,Beginner,,Beginner,,Japan
10672072873,JavaScript,HTML,,,Java,,Python,,,,C++,,,Beginner,Intermediate,,,Beginner,,Expert,,,,Beginner,,,United States of America
10672072812,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,C,,Beginner,Beginner,Beginner,Intermediate,Expert,Beginner,Beginner,,Beginner,,Beginner,Beginner,,United States of America
10672072485,JavaScript,HTML,CSS,SQL,,Bash/Shell,,,,,,,,Expert,Expert,Expert,Beginner,,Intermediate,,,,,,,,United States of America
10672072484,JavaScript,HTML,,,,,,,,,,,,Intermediate,Intermediate,,,,,,,,,,,,India
10672072452,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,,C,,Beginner,Beginner,Beginner,,Expert,Intermediate,Intermediate,Beginner,,Beginner,,Intermediate,,Thailand
10672072450,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,,,,Expert,Expert,Intermediate,,Intermediate,Intermediate,Intermediate,,,,,,,
10672072434,JavaScript,,,,,,Python,,,,,,"Typescript, Scala, Golang",Intermediate,,,,,,Intermediate,,,,,,Intermediate,Japan
10672072417,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Expert,Expert,Expert,Expert,Intermediate,Beginner,Beginner,,Expert,Beginner,Intermediate,Intermediate,,United States of America
10672072378,JavaScript,HTML,CSS,SQL,,,,,C#,,,,,Expert,Expert,Expert,Expert,,,,,Expert,,,,,United States of America
10672072120,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,PHP,,,"Swift, Ruby",Intermediate,Expert,Intermediate,Beginner,Expert,,Beginner,,Intermediate,Beginner,,,Expert,Australia
10672071973,JavaScript,,,SQL,,Bash/Shell,Python,,,,,,,Intermediate,,,Intermediate,,Intermediate,Intermediate,,,,,,,China
10672071837,JavaScript,,,SQL,Java,Bash/Shell,Python,,,,C++,C,,Intermediate,,,Intermediate,Beginner,Beginner,Expert,,,,Intermediate,Intermediate,,India
10672071547,,,,,,,Python,,,,,C,,,,,,,,Intermediate,,,,,Intermediate,,India
10672071273,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,,Expert,Expert,Expert,Intermediate,Expert,Intermediate,Intermediate,,,,,,,Japan
10672071189,,,CSS,,,,Python,,,PHP,,,,,,Beginner,,,,Intermediate,,,Beginner,,,,China
10672071018,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,PHP,C++,,,Expert,Intermediate,Intermediate,Intermediate,,Beginner,Beginner,,,Beginner,Beginner,,,United States of America
10672070703,JavaScript,HTML,CSS,,,,,,,,,,,Expert,Expert,Expert,,,,,,,,,,,China
10672070592,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Beginner,Intermediate,Beginner,Beginner,Beginner,Intermediate,Beginner,,,Beginner,Intermediate,Intermediate,,India
10672070419,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,C,,Intermediate,Intermediate,Intermediate,Expert,Intermediate,Expert,Expert,,,,,Expert,,India
10672070361,JavaScript,HTML,CSS,,,Bash/Shell,,,,,C++,C,,Intermediate,Intermediate,Beginner,,,Intermediate,,,,,Expert,Expert,,China
10672070346,JavaScript,HTML,,SQL,Java,,Python,,C#,,,C,,Beginner,Expert,,Expert,Expert,,Intermediate,,Intermediate,,,Beginner,,Singapore
10672070190,JavaScript,HTML,CSS,SQL,Java,,,,,,,,,Intermediate,Expert,Expert,Expert,Expert,,,,,,,,,India
10672070139,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Expert,Expert,Expert,Expert,Expert,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,,Guatemala
10672070075,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,,,Intermediate,,,,Turkey
10672069772,,,,SQL,,Bash/Shell,,,,,,,"Golang, dart, kotlin, swift",,,,Intermediate,,Beginner,,,,,,,Intermediate,Russian Federation
10672069672,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,R,,,C++,C,,Expert,Expert,Expert,Expert,,Expert,Expert,Expert,,,Expert,Expert,,China
10672069638,JavaScript,HTML,,,,,,,,,,,,Beginner,Beginner,,,,,,,,,,,,Australia
10672069535,,,,,,Bash/Shell,Python,R,,,,,,,,,,,Beginner,Beginner,Beginner,,,,,,China
10672069228,JavaScript,HTML,CSS,SQL,,,Python,R,,PHP,,,,Beginner,Intermediate,Beginner,Intermediate,,,Beginner,Beginner,,Beginner,,,,United States of America
10672069206,JavaScript,HTML,CSS,,,,,,,,,,,Expert,Intermediate,Intermediate,,,,,,,,,,,
10672069178,,HTML,,,,,Python,,,,C++,,,,Beginner,,,,,Intermediate,,,,Expert,,,India
10672069037,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672068773,,HTML,,,Java,Bash/Shell,Python,R,,,C++,C,,,Beginner,,,Intermediate,Expert,Expert,Beginner,,,Expert,Expert,,United States of America
10672068763,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,C,,Expert,Expert,Intermediate,Intermediate,Expert,Intermediate,Intermediate,,,Intermediate,,Beginner,,Indonesia
10672068693,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,R,,,C++,,"Rust, Swift",Intermediate,Intermediate,Intermediate,,Expert,Intermediate,Expert,Beginner,,,Beginner,,Intermediate,
10672068638,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,C#,,,,,Expert,Expert,Expert,Intermediate,,Intermediate,Expert,,Intermediate,,,,,United States of America
10672068367,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,,C++,C,,Beginner,Expert,Expert,Beginner,Beginner,Intermediate,Intermediate,Expert,Intermediate,,Intermediate,Intermediate,,United States of America
10672068360,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,C,,Intermediate,Beginner,Beginner,Beginner,Intermediate,Beginner,Beginner,,Expert,,Expert,Expert,,United States of America
10672068348,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672068082,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,,,,Kotlin,Intermediate,Expert,Intermediate,Intermediate,Intermediate,Beginner,,,,,,,Beginner,China
10672067629,,,,,Java,,Python,,,,,C,,,,,,Expert,,Intermediate,,,,,Intermediate,,China
10672067540,,HTML,CSS,,,Bash/Shell,Python,R,C#,,C++,C,,,Intermediate,Intermediate,,,Expert,Expert,Expert,Expert,,Intermediate,Intermediate,,
10672066991,JavaScript,HTML,CSS,,,,Python,,,,,,,Intermediate,Intermediate,Intermediate,,,,Beginner,,,,,,,Australia
10672066541,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,PHP,C++,C,,Expert,Expert,Expert,Intermediate,,Intermediate,Expert,,,Expert,Intermediate,Intermediate,,United States of America
10672066508,JavaScript,,,SQL,,,Python,,C#,,,,,Expert,,,Intermediate,,,Expert,,Expert,,,,,Israel
10672066396,JavaScript,,,,,,,,,,,,Go,Expert,,,,,,,,,,,,Expert,
10672066132,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Expert,,Beginner,Beginner,Expert,Expert,,United States of America
10672065945,JavaScript,,,,Java,,Python,,,,C++,C,,Beginner,,,,Intermediate,,Intermediate,,,,Intermediate,Intermediate,,United States of America
10672065864,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,,C++,C,"Ruby, OCaml, Haskell",Intermediate,Beginner,Beginner,Intermediate,Intermediate,,Intermediate,,Beginner,,Beginner,Beginner,Beginner,United States of America
10672065742,JavaScript,HTML,CSS,SQL,Java,,,,C#,,C++,C,,Expert,Expert,Intermediate,Expert,Expert,,,,Intermediate,,Intermediate,Intermediate,,Jamaica
10672065242,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,,C++,,Rust,Beginner,Intermediate,Beginner,Beginner,Beginner,,Intermediate,,Beginner,,Intermediate,,Beginner,India
10672065194,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,C,,Expert,Intermediate,Intermediate,Beginner,Expert,Intermediate,Intermediate,,,,,Intermediate,,Netherlands
10672065106,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,,Expert,Expert,Intermediate,Expert,Intermediate,Intermediate,Intermediate,Beginner,,Expert,Intermediate,Intermediate,,Nepal
10672064976,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,,Intermediate,Intermediate,Intermediate,Intermediate,,Singapore
10672064768,JavaScript,,,,,,Python,,,,C++,C,,Expert,,,,,,Expert,,,,Expert,Expert,,Thailand
10672064470,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,,,,Intermediate,Beginner,,India
10672064091,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,,C++,,Node JS,Expert,Expert,Expert,Intermediate,Intermediate,,Expert,,Intermediate,,Intermediate,,Expert,United Republic of Tanzania
10672064005,JavaScript,HTML,CSS,,,,Python,,,,C++,C,,Intermediate,Expert,Intermediate,,,,Intermediate,,,,Expert,Intermediate,,India
10672063573,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,,Expert,Expert,Expert,Expert,Intermediate,Expert,Expert,Beginner,,Intermediate,Intermediate,Expert,,Brazil
10672063555,JavaScript,HTML,CSS,SQL,Java,,Python,,,,C++,C,,Beginner,Intermediate,Intermediate,Expert,Intermediate,,Intermediate,,,,Expert,Expert,,India
10672063268,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,C,Ruby ,Expert,Expert,Intermediate,Expert,Intermediate,Intermediate,Intermediate,,Expert,,Beginner,Intermediate,Intermediate,United States of America
10672063260,,HTML,,,Java,Bash/Shell,Python,R,,,C++,C,"OCaml, ‘йProlog, Prolog, Lisp, Verilog",,Beginner,,,Intermediate,Intermediate,Intermediate,Beginner,,,Beginner,Intermediate,Intermediate,United States of America
10672063259,JavaScript,HTML,CSS,SQL,,,Python,,C#,PHP,,,,Expert,Expert,Expert,Intermediate,,,Intermediate,,Expert,Expert,,,,Singapore
10672063146,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Beginner,Beginner,Beginner,Beginner,Intermediate,Beginner,Intermediate,,,Beginner,Beginner,Expert,,United States of America
10672062780,JavaScript,HTML,CSS,SQL,,,,,,,,,Ruby,Intermediate,Intermediate,Intermediate,Expert,,,,,,,,,Expert,United States of America
10672062634,JavaScript,HTML,CSS,SQL,Java,,Python,,,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,Intermediate,,,Intermediate,Expert,Intermediate,,India
10672062466,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,,,,Beginner,Intermediate,Intermediate,Intermediate,,Beginner,Expert,,,,,,,United States of America
10672062384,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Expert,Expert,Intermediate,Intermediate,Expert,Intermediate,Expert,,Expert,Expert,Expert,Expert,,Peru
10672062309,JavaScript,HTML,CSS,SQL,,,Python,,,,,,,Intermediate,Expert,Expert,Intermediate,,,Intermediate,,,,,,,India
10672062061,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,"Haskell, OCaml, Perl, Swift",Intermediate,Intermediate,Beginner,Beginner,Expert,Expert,Beginner,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,United States of America
10672061847,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,,Expert,Expert,Expert,Beginner,Beginner,Intermediate,Intermediate,,,,,,,Spain
10672061764,JavaScript,HTML,CSS,SQL,Java,,,,C#,,,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,Expert,,,,,Singapore
10672061641,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,Go,Intermediate,Intermediate,Beginner,Intermediate,Beginner,Beginner,Intermediate,,,,,,Expert,United States of America
10672061516,JavaScript,HTML,CSS,SQL,,,,,,,,,,Intermediate,Intermediate,Beginner,Intermediate,,,,,,,,,,United Arab Emirates
10672061130,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672060948,JavaScript,HTML,CSS,SQL,Java,,Python,R,,PHP,C++,C,,Beginner,Beginner,Beginner,Beginner,Intermediate,,Intermediate,Beginner,,Beginner,Beginner,Beginner,,India
10672060796,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Intermediate,Beginner,Beginner,Beginner,Beginner,Beginner,Intermediate,,,,Intermediate,Intermediate,,India
10672060524,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,"Objective-C, Swift, Ruby, Haskell",Intermediate,Intermediate,Beginner,Beginner,Expert,Intermediate,Intermediate,,,Beginner,Intermediate,Expert,Expert,United States of America
10672060434,JavaScript,HTML,CSS,SQL,Java,,,,,PHP,C++,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,,Expert,Expert,,,India
10672060237,JavaScript,HTML,CSS,,Java,,,,,,C++,,,Intermediate,Expert,Beginner,,Beginner,,,,,,Beginner,,,India
10672060227,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672060044,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,C++,C,,Beginner,Intermediate,Intermediate,,Intermediate,Intermediate,Beginner,,,,Intermediate,Expert,,India
10672060019,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672059228,,,,,,,Python,,,,C++,C,,,,,,,,Intermediate,,,,Intermediate,Expert,,China
10672058883,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,C,,Beginner,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,,Beginner,,Intermediate,Intermediate,,United States of America
10672058783,JavaScript,,,SQL,Java,Bash/Shell,,,,,,,,Intermediate,,,Intermediate,Intermediate,Beginner,,,,,,,,United States of America
10672058720,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,,C,,Beginner,Beginner,Beginner,Beginner,,Beginner,Expert,,,,,Expert,,India
10672058502,JavaScript,,,,Java,Bash/Shell,,,,,,,,Expert,,,,Expert,Beginner,,,,,,,,Israel
10672058430,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,C#,,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,,,Intermediate,,Beginner,Beginner,,United States of America
10672058331,,,,,,,,,,,C++,,,,,,,,,,,,,Intermediate,,,Russian Federation
10672058236,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,,,Intermediate,Expert,Intermediate,Intermediate,Intermediate,Beginner,Expert,,Intermediate,Intermediate,Intermediate,,,India
10672058050,JavaScript,HTML,CSS,SQL,,,,,,,,,Ruby,Intermediate,Intermediate,Intermediate,Intermediate,,,,,,,,,Intermediate,Vietnam
10672057460,JavaScript,,,SQL,Java,,Python,R,,,C++,,,Intermediate,,,Expert,Expert,,Intermediate,Expert,,,Intermediate,,,India
10672057446,JavaScript,HTML,CSS,SQL,,,Python,,,PHP,,,,Intermediate,Expert,Intermediate,Intermediate,,,Beginner,,,Expert,,,,Singapore
10672056771,JavaScript,HTML,CSS,,,Bash/Shell,Python,,,,C++,C,,Intermediate,Intermediate,Intermediate,,,Beginner,Intermediate,,,,Beginner,Intermediate,,India
10672056715,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,PHP,,,,Intermediate,Intermediate,Expert,Beginner,,Beginner,Beginner,,,Beginner,,,,Australia
10672056474,JavaScript,HTML,CSS,SQL,,,,,C#,,C++,C,,Beginner,Beginner,Beginner,Beginner,,,,,Beginner,,Beginner,Beginner,,Kazakhstan
10672056425,JavaScript,HTML,CSS,SQL,Java,,,,,,,,,Beginner,Expert,Intermediate,Intermediate,Intermediate,,,,,,,,,United States of America
10672056376,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Beginner,Expert,,Beginner,Beginner,Beginner,Expert,,United States of America
